feature,mean_abs_shap,mean_shap
s1_approval_rate,0.9383388140094274,0.12296267843118887
academic_distress,0.7580444326839852,-0.06185254419232789
TuitionUpToDate,0.28552915320401195,0.05111467718255517
s1_pass_efficiency,0.24462333160423738,0.051349885569443615
Course,0.2090661205020334,-0.006864394336546376
s1_grade,0.2074331641108595,0.0010173893456320003
Gender,0.16591792565451818,0.027845603880047788
s1_approved,0.16482001808253335,0.022441050311483475
financial_risk,0.16434357321555437,0.03444288714293319
unemp_x_age,0.160368765550984,-0.00047244886384882243
total_failures,0.15181188983583824,-0.03316083446448552
s1_enrolled,0.15094147328381255,-0.007273094429464932
AdmissionGrade,0.1201282520730485,-0.00926128077622084
age_x_scholarship,0.11745042313909747,0.003744342536427529
Displaced,0.1066063916760696,-0.0007240963747132928
Scholarship,0.08419833461993602,0.0008162025081791749
s1_failed,0.08340916220162752,-0.007387518707175494
age_x_financial_risk,0.08077196832036643,0.01735800420369163
MotherOcc,0.07293115711825698,0.0018899204631104903
PreviousGrade,0.06505111619910649,-0.003243047129364108
GDP,0.061585420143828506,-0.00260168195245704
ApplicationMode,0.05255857215879907,0.006351535740774987
admission_vs_prevgrade,0.05134936949824467,0.004252130111374337
Age,0.047618678267211084,-0.0025371253741392737
UnempRate,0.040208386834355306,-0.0017445991540107968
parent_occ_avg,0.03529513735364158,0.004230174218213717
parent_qual_avg,0.03217358249902947,-0.0014078064853250555
vulnerability_idx,0.03211959531911571,0.0009516430975014678
s1_credited,0.029787120369961853,0.012416879342783318
MotherQual,0.02941206493911417,-0.002588017357716949
s1_credit_rate,0.029327432573200064,0.005703089039175161
s1_wo_eval,0.025402774378060464,0.003648433916660025
gdp_x_tuition,0.019575708589131997,-0.0038307417496097934
s1_eval,0.01824131522011807,0.002972233504488616
FatherOcc,0.017943355142612392,0.00043188399796877775
Attendance,0.015780548357917114,0.00036942082412856126
ApplicationOrder,0.015143654300701961,-0.0036489619704568542
s1_eval_rate,0.013522428412317647,0.003173682302996965
Inflation,0.012429190555348068,-0.0004918667854008464
FatherQual,0.01210696844677082,-2.317014181565744e-05
Debtor,0.006517818773476975,0.0012512820881647518
PrevQual,0.0062966513758170375,-0.0013056572533628535
gdp_x_debtor,0.005695917211929391,0.0016088836210017526
inflation_x_debtor,0.005363470930910834,-0.0004807462622944442
s1_eval_gap,0.004328083902357679,0.0009188580403168702
MaritalStatus,0.0021629608078636486,0.0006022442214698965
Nationality,0.002071387660666941,0.0002300008428637169
eval_participation_gap,0.0019037114017898295,0.000589114923100534
SpecialNeeds,0.0,0.0
International,0.0,0.0
low_grade_flag_s1,0.0,0.0
zero_grade_s1,0.0,0.0
