entropy,std,spread,ood_score,reject_flag
0.21284863241505844,0.052089559056172303,0.15489664487540722,0.04154019398555282,0
0.5740206848923313,0.10280090004227435,0.3110557943582535,0.44100047919471874,0
0.6493710199166833,0.11077984563654791,0.31964629888534546,0.6252361395344173,0
0.5297209372922921,0.04392124940583172,0.12547042965888977,0.0353752637085618,0
0.688267068797329,0.049298622603830194,0.14057090878486633,0.0389735728320832,0
0.4085764245612739,0.04749027676813071,0.11589066423420252,0.03757991114942526,0
0.6092020406897254,0.05787601017273861,0.17433072136769173,0.04880435969990058,0
0.6570628718836008,0.13168390335780303,0.404336541891098,0.9453689665331695,0
0.6170349516398272,0.1217857209130999,0.3136322502607952,0.8422886074521915,0
0.17248497891474712,0.048648674936884455,0.11406162088266214,0.038449666617108656,0
0.41943304610653787,0.040340017844947534,0.11450005196331313,0.03380696685231802,0
0.3678831530163298,0.07381774436614283,0.19934255727600853,0.09206634331924705,0
0.5524770011707357,0.041134227284955666,0.12626555562019348,0.03410331656198941,0
0.6192594547935759,0.15619406894876037,0.43602663751246795,0.9981462125585873,1
0.6226324440403189,0.040955722860767874,0.12172709471826115,0.034034235984386485,0
0.5020454099374904,0.019129718937383293,0.05081375921901332,0.03548387971958183,0
0.5920282741296321,0.2036321583112799,0.6104522218710553,0.9999997157200755,1
0.4669897368755849,0.04625217009425119,0.1458591821858382,0.036736725264863664,0
0.665936919272379,0.0682816981599866,0.18302287102134085,0.07167740449723861,0
0.20764971887303155,0.0584932117084617,0.16942485235631466,0.049763405995952074,0
0.5069244971772008,0.041422063910054256,0.11966786018698233,0.03421776300896133,0
0.2669728880971726,0.08775897121090767,0.24596438310266827,0.19266603566465754,0
0.6601313747691572,0.09403892269669463,0.2565018454622452,0.27529000325150005,0
0.5108177476479372,0.04468338168659526,0.13210004568099976,0.03578920927164607,0
0.601760521080621,0.17863728716884075,0.5958812797401779,0.9999586937950722,1
0.5759848875646492,0.09914837132087616,0.3269139456513518,0.3650722121530398,0
0.5803369170621683,0.09067337201234453,0.28899380564689636,0.22737659839073293,0
0.6279556357311599,0.1750977780657029,0.5196867436170578,0.9999215105980809,1
0.537879281254854,0.17819757639164296,0.5153642808265457,0.9999552266061364,1
0.5585507056278777,0.058959022150333044,0.17420024548544655,0.05051411497767052,0
0.486909467612008,0.0339801884956101,0.09985825335109688,0.032400854401781046,0
0.47843354575201874,0.04378998400495816,0.1287135731268615,0.03530692917806496,0
0.6300297748390656,0.16596353656418025,0.5083534717559814,0.9996173493706151,1
0.6688982470625313,0.10672584304446854,0.31843349852293956,0.5303060179644226,0
0.6265263808288601,0.1299362681738235,0.3734769540405927,0.9330498663856602,0
0.6394966036573665,0.04033394213838855,0.13497331738471985,0.03380480854520629,0
0.2668573159868613,0.09654682913937307,0.28277784316758703,0.31679208811910153,0
0.6549759833242265,0.128498075315945,0.34241220355033875,0.9212342816472497,0
0.5025685256470533,0.032987886434092735,0.08335294101121782,0.032328829629173335,0
0.6325598205774249,0.14774550355395805,0.3832448227097597,0.9934321345936105,0
0.631343131774774,0.08293638973939499,0.23932085770577716,0.14725350046359964,0
0.6834864523115246,0.03289968386883097,0.09231045466580268,0.032324296404702364,0
0.24868318302813575,0.08639283562911086,0.20984002761542797,0.17837791760552052,0
0.652435502935684,0.13062557770084077,0.34524261951446533,0.9381636572445812,0
0.44234699127625227,0.04108296506028339,0.13495742140730324,0.03408333034510169,0
0.556403587180642,0.0982246117166441,0.32247602939605713,0.34733478821397384,0
0.17369105832847767,0.05290745569710314,0.13987206600807156,0.042397269422281954,0
0.49401320791010234,0.08199861207992139,0.2043825294532472,0.13993313485873274,0
0.10686871820304794,0.029645422781503238,0.08396774530410767,0.032369529062071696,0
0.6509534660419666,0.1338293867289466,0.39833432552951686,0.9577882805062787,0
0.6540825139832724,0.10235926418784344,0.2679027935969696,0.4313772286657825,0
0.6467848546322676,0.06375172434876679,0.2130676490140435,0.05976307402403496,0
0.14049715197779047,0.03329539373718934,0.09986594595451537,0.032347017115902245,0
0.4438123395843033,0.036590562166704386,0.09263504955827806,0.03277671734340197,0
0.4172428302635624,0.0429357620461009,0.13031163066625595,0.03488302488742501,0
0.3992437198685572,0.056594039649378966,0.14975304743392157,0.046936073949240556,0
0.6648772151483181,0.11641136275565234,0.34137633442878723,0.7480595040820295,0
0.21659062627560044,0.06199370896298188,0.17429621890187263,0.056022993818477605,0
0.38062036248574177,0.04245244360408789,0.1320987194776535,0.03465886009598008,0
0.6414958510721959,0.1552479858461714,0.4833342949905225,0.9978541146755292,1
0.6652482460113726,0.11509235787254692,0.2682856023311615,0.7210590937716044,0
0.6456157883381672,0.04931324754260507,0.14955995957000884,0.03898566744030095,0
0.6785694338556741,0.08389988504843471,0.26543058527598773,0.15525165567781804,0
0.6721884398113044,0.0492128631583933,0.14243146777153015,0.03890292444179405,0
0.5126572490812265,0.06334471128995148,0.15543901920318604,0.0588578802579076,0
0.6768116463455597,0.07500968262770132,0.25081905722618103,0.09753004642030941,0
0.45702220420914424,0.07979997384521656,0.218093640679964,0.12443027213899112,0
0.4613050071004077,0.037372376697292826,0.1084071172750822,0.03294282135602783,0
0.5161694087669451,0.027394996054110037,0.08634043499841304,0.03264422776051664,0
0.4533615363757468,0.17387965792862914,0.47751771713791813,0.9999024596908851,1
0.6583478171975585,0.1283682610907953,0.412905752302842,0.9200879809762815,0
0.4253694151778813,0.061306443212780184,0.17996008694171906,0.05467581033096725,0
0.068384282915917,0.032280017106319406,0.08914081936155305,0.03230102572968453,0
0.2465063099203955,0.12779280221454725,0.35861641102127595,0.9148408377611691,0
0.2876579467048053,0.11807431356151894,0.3482779510161223,0.7800722976265752,0
0.2785932587078456,0.02015881928838744,0.05602579361640114,0.03496053173465152,0
0.610008904066647,0.038447716894489864,0.11425774632878677,0.03321263359294572,0
0.28929831120004285,0.0440801674286832,0.1441546268761158,0.03545914904888067,0
0.26470161104931617,0.09490505804643674,0.2761059960324516,0.2890563222477259,0
0.31882538567660923,0.08369006600062809,0.2556446287781,0.1534674127121055,0
0.07261319454118238,0.034820152356081546,0.09651093801875354,0.03249213959360054,0
0.551597466183587,0.1571725053011836,0.39729416370391846,0.9984084794022952,1
0.47039239194862986,0.28796174317722173,0.7705632746219635,1.0,1
0.5076505307768008,0.023767889918675622,0.07855824280186555,0.03352029671713988,0
0.6076162735133264,0.07431753071055691,0.2136784940958023,0.09430455798096894,0
0.5858602348199716,0.19313804124193684,0.5545791025393081,0.9999974715815514,1
0.36851661821526166,0.08359779966313445,0.2711489750699463,0.1526903868366806,0
0.6521141798755,0.13993638530654381,0.4454862109771123,0.9806335744977013,0
0.5435315845588606,0.07523785044075113,0.19495941448056842,0.09862636497360652,0
0.6404441280607752,0.14694314895063015,0.440383032920433,0.9926306545288764,0
0.4727988409259076,0.04605405865581395,0.13841337791422506,0.03660977109996155,0
0.3750919041099727,0.10603817472281964,0.32291231309973123,0.5142901643285769,0
0.5445691750301572,0.04854341762833274,0.14939306364323307,0.03836729121542715,0
0.5826413373245589,0.10183506696599104,0.3062286266079065,0.42009942512958326,0
0.5991183637329407,0.042544406159544704,0.1256521426000386,0.03470065263776569,0
0.6090309433956161,0.1771063652601177,0.5138424751072397,0.9999453693778397,1
0.407650095520146,0.04032570939838786,0.13265278168788644,0.033801886597464546,0
0.5399140969515867,0.05792099492300769,0.17444734275341034,0.048872916182467536,0
0.33353097529296744,0.06856357176219667,0.16606272197809868,0.07254402275219377,0
0.6254634915798742,0.11193033366497747,0.31318914020670896,0.6516684302454361,0
0.4930910008016389,0.055764519160761104,0.17816589027643204,0.04581139591176976,0
0.1474864251421387,0.06989629413309327,0.1942366004193558,0.07686889283528076,0
0.4156872546562413,0.07096425791351996,0.21106995346942173,0.08062244129239736,0
0.5362858019160962,0.1478095646393485,0.4321107870957011,0.9934924854434775,1
0.6365968145488065,0.09828628316356297,0.2648647627771553,0.348498951874114,0
0.660472371510187,0.10380542582839324,0.29704984489644404,0.4632691823490757,0
0.2232802310410171,0.07385456498004246,0.2063310109078884,0.09222870527891791,0
0.37763434991012684,0.04793836491954728,0.1527828574180603,0.037906833685360374,0
0.515646072754186,0.09567176224714614,0.2763134135990526,0.3017415281678915,0
0.49871708557294125,0.122098029422866,0.3409836143255234,0.8469114796321007,0
0.12580692481337732,0.026030283514534607,0.07757633924484253,0.03290981202540569,0
0.4820025862858908,0.03612225299308139,0.10738002551696482,0.03268916551451462,0
0.4492071347607662,0.12564514078674863,0.38945310892342355,0.8927544638751754,0
0.5398663195967269,0.06563428796820352,0.20147317887852806,0.06428353125206848,0
0.6735489571108659,0.09475859896843117,0.3104264736175537,0.2866865134308786,0
0.5296733254419571,0.08961486859822525,0.2773756738736298,0.21407496978274282,0
0.23750103315602789,0.09665484823880334,0.28241338613445355,0.31869208680698125,0
0.17750026625875268,0.035861310561254627,0.09161760207498948,0.03264423158179531,0
0.13006960951923668,0.026513804044630062,0.07767987251281738,0.03280703421263136,0
0.6626468617906678,0.10958669799355951,0.28126299082321204,0.597433850118979,0
0.3771016885135658,0.07331264702510334,0.1991944903926539,0.08987887844741019,0
0.5698063665362919,0.13799178718580105,0.3367849148519543,0.9750106303170113,0
0.3780847948397372,0.030786003426493923,0.0835580974817276,0.032306574177505994,0
0.6008102507937809,0.06409132120275114,0.1910235987164387,0.0605372977432466,0
0.6782549394048584,0.04393922723847718,0.12475687472835029,0.03538468975936974,0
0.3551327392633783,0.04663250916480577,0.13559840619564056,0.036986535486454294,0
0.632541512381168,0.13307250995027387,0.3522075282763064,0.9537211254977955,0
0.6856739238569167,0.05895578959759471,0.19596769776647466,0.05050882379467159,0
0.47372657548574865,0.12447915374472744,0.33856772631406784,0.8790155710972983,0
0.08971864212434776,0.03229684444892181,0.0909788833072478,0.03230145944869497,0
0.326546778385485,0.04886203576285909,0.1592547930777073,0.038618742031975746,0
0.6713823271004685,0.08336910565621089,0.2514958083629608,0.15078420045607638,0
0.33110211353971,0.06407006390152574,0.17085143297656125,0.06048832046796286,0
0.3934320635263118,0.03657262632426866,0.09666857123374939,0.032773200128054875,0
0.6323864350400439,0.15205326026068375,0.4141413712636922,0.9965130327278934,1
0.280309581337067,0.023757014283715096,0.07311759015048513,0.03352375780936667,0
0.6426324133869171,0.09311737341899767,0.2463312091562926,0.26129636814327095,0
0.5937282358028467,0.15032710462703583,0.44019523012418227,0.9954925013264475,1
0.6612728405443214,0.088799687604291,0.25977281040144895,0.20437824588575632,0
0.27027012359174624,0.05661499548576485,0.1641189269721508,0.046965321622684,0
