LightGBM,CatBoost,XGBoost,ExtraTrees,FTTransformer,TabPFN
0.9991206317203184,0.9987173005105162,0.99761057,0.9974526177341666,0.9070510864257812,0.9976487159729004
0.8110605426134644,0.7451975623968635,0.8073162,0.5274712842626789,0.5278403759002686,0.5695540904998779
0.041552827666159864,0.1325271903943549,0.08431171,0.12424539541515964,0.15076537430286407,0.06092723831534386
0.39572416814797456,0.60548173565776,0.56973356,0.5906955554534148,0.6474999785423279,0.4626730680465698
0.280834537580613,0.3592346277550723,0.304984,0.48305862099721386,0.743215024471283,0.3763764798641205
0.9983722763512497,0.9882052667051119,0.99506795,0.9944129659646809,0.9112688302993774,0.9853382110595703
0.022007914767034616,0.02017834262257322,0.014382761,0.06797868645495708,0.14179503917694092,0.010435212403535843
0.9923507049353043,0.9925043836910533,0.98925376,0.992570877287029,0.9072351455688477,0.9950609803199768
0.5841100018922477,0.4749258069560867,0.4774457,0.6082746087417253,0.8069581389427185,0.444410502910614
0.06980303912995384,0.1213178540517944,0.08803421,0.19074691030500363,0.15078753232955933,0.04283672571182251
0.11119207655821503,0.03334831845382994,0.12935247,0.1505983147131605,0.14253230392932892,0.030984140932559967
0.14773916189594377,0.06974097008029378,0.12370123,0.30628782758718404,0.22663353383541107,0.06300553679466248
0.6079955775326022,0.45789754738199717,0.645286,0.4383172608271798,0.6534321308135986,0.5057684183120728
0.209596384573475,0.19035022736009574,0.14014082,0.1443206707085741,0.17612481117248535,0.04362306743860245
0.9819982416548745,0.9472117729928555,0.981204,0.9273434005463694,0.8789316415786743,0.7830014228820801
0.5378394774145605,0.4741226119508996,0.5324767,0.689107782376216,0.8626335859298706,0.6586441993713379
0.6871488736779331,0.613966219565876,0.7129446,0.37821430364515396,0.32876354455947876,0.41772910952568054
0.6469808486171894,0.6652492667822522,0.6866355,0.5597398633787162,0.7804599404335022,0.5453607439994812
0.09137620284163332,0.14222054511737386,0.0871002,0.3268308026731174,0.2768450677394867,0.21736155450344086
0.2935777958237991,0.35673812423353746,0.31579876,0.3668419494592702,0.2709966003894806,0.4079204797744751
0.42540863309341215,0.3996436495563014,0.3819766,0.4377518827766926,0.5711336135864258,0.30497777462005615
0.36935192278038925,0.3022968899429517,0.32184783,0.4002819637480632,0.5635597705841064,0.42848339676856995
0.9695131275616271,0.950404881256394,0.96629745,0.938130580812179,0.8798190951347351,0.9573565721511841
0.08261406613731909,0.07994845938152077,0.18382029,0.1859512030311953,0.1481216996908188,0.09193067997694016
0.40416528462316104,0.38813633710642126,0.35205248,0.3584156662167374,0.3549535870552063,0.35924696922302246
0.9892198009746792,0.9950651058413446,0.98693085,0.9810133501780354,0.8900195956230164,0.9579628705978394
0.8413564037089971,0.7728874302865536,0.8399948,0.5952423276081673,0.7240361571311951,0.6706866025924683
0.5779100272344959,0.3114248045295583,0.47246668,0.37958902822952345,0.24663706123828888,0.3087974190711975
0.04477172586391689,0.03791471929455372,0.030605674,0.06562462902015896,0.14690829813480377,0.020048117265105247
0.5682505369961853,0.25701348397029755,0.37854585,0.5781777396948761,0.7722172737121582,0.46916624903678894
0.09538070438605284,0.1102016106457014,0.15147594,0.09362371736962208,0.19311149418354034,0.020383518189191818
0.15730031286609583,0.1335301679622578,0.1770318,0.29438780968336103,0.4113372266292572,0.14744898676872253
0.017133833158597046,0.024857115687594834,0.020326499,0.08242815210632475,0.1414858102798462,0.01573881506919861
0.9967743805362966,0.9895468791498586,0.9900558,0.9932157952150025,0.8979727029800415,0.9872931241989136
0.328842773766473,0.3877004625432826,0.28312433,0.5869664233299783,0.42871928215026855,0.5358301401138306
0.08769783013755703,0.12690287799503164,0.058564253,0.11008055171303838,0.2870182991027832,0.07701601833105087
0.9547575868790724,0.9787297740210914,0.952617,0.9660622421755057,0.897411048412323,0.9683523178100586
0.9672434641357549,0.8824079099494273,0.9740868,0.7291425537889851,0.8376023173332214,0.8976234793663025
0.0039305331872519144,0.0023299219112218853,0.009191175,0.03790158174333706,0.15244604647159576,0.004712655674666166
