horizon,feature,family,mean_abs_shap,mean_shap,direction
t2,cum_efficiency,2nd-Semester,0.9382885651335647,0.1126710260276419,Risk
t2,academic_distress,Risk Composite,0.7334473341473304,-0.037968666900552527,Protective
t2,total_failures,Risk Composite,0.6918625396271773,0.005588149415521302,Risk
t2,s2_approval_rate,2nd-Semester,0.39174375664061895,0.04677273599459927,Risk
t2,s2_pass_efficiency,2nd-Semester,0.23312909347415797,-0.03718415638317888,Protective
t2,TuitionUpToDate,Financial/Macro,0.23055729834683744,0.04129668409833184,Risk
t2,AdmissionGrade,Academic Preparation,0.2296028203774954,-0.014191740236119013,Protective
t2,cum_failed,2nd-Semester,0.20700364167961963,-0.01165034138831109,Protective
t2,s2_failed,2nd-Semester,0.2030495396171556,0.013499946934011959,Risk
t2,Course,Course/Family,0.20237655746621885,-0.008386960948370716,Protective
t2,grade_per_approved,2nd-Semester,0.1963156025035628,0.019949073910141973,Risk
t2,age_x_financial_risk,Financial/Macro,0.19615685980707667,0.018260133138507096,Risk
t2,age_x_scholarship,Financial/Macro,0.17443052647512866,0.005042921395771536,Risk
t2,unemp_x_age,Financial/Macro,0.16490881838215887,-0.0021124611861671077,Protective
t2,financial_risk,Financial/Macro,0.15511412110423195,0.02155635559503704,Risk
t2,s2_grade,2nd-Semester,0.1420442000439889,0.02667167882082402,Risk
t2,s1_approval_rate,1st-Semester,0.13577230062841142,0.0029085526562125192,Risk
t2,s1_pass_efficiency,1st-Semester,0.1318377388622661,0.02253819077413795,Risk
t2,Displaced,Course/Family,0.11795404512793409,0.009897190247163021,Risk
t2,avg_grade,2nd-Semester,0.10052354868060577,0.005376664523325383,Risk
t2,s1_enrolled,1st-Semester,0.0906566966506541,-0.022648069657352023,Protective
t2,momentum_score,2nd-Semester,0.09005071470297936,-0.004690495263077659,Protective
t2,PreviousGrade,Academic Preparation,0.08674098180264851,0.0011783238118308272,Risk
t2,s2_approved,2nd-Semester,0.08497709106193205,0.015106747504158012,Risk
t2,admission_vs_prevgrade,Academic Preparation,0.07488546137023991,-0.008610553731209301,Protective
t2,Gender,Demographics,0.06876697485184524,0.01172746376792268,Risk
t2,Scholarship,Financial/Macro,0.06795367253953248,-0.0015785854563417614,Protective
t2,parent_occ_avg,Course/Family,0.066239438368516,0.0021285557947949155,Risk
t2,GDP,Financial/Macro,0.061788184753205994,0.005432138652570898,Risk
t2,s1_to_s2_grade_delta,2nd-Semester,0.06002128556306002,0.001734306616160611,Risk
t2,ApplicationMode,Course/Family,0.05793362241315604,0.005003702441409542,Risk
t2,UnempRate,Financial/Macro,0.055148924333913496,-0.001219304808407527,Protective
t2,MotherOcc,Course/Family,0.052105678890173854,0.005487973348581247,Risk
t2,cum_approved,2nd-Semester,0.05131952688575848,-0.012325632835773785,Protective
t2,s1_grade,1st-Semester,0.05048543293388462,0.0035754031771108295,Risk
t2,ApplicationOrder,Course/Family,0.04778653136479624,-0.004840642878733596,Protective
t2,vulnerability_idx,Financial/Macro,0.04712198254909523,0.007445119725823618,Risk
t2,parent_qual_avg,Course/Family,0.04357978780075718,0.0022030352754529537,Risk
t2,FatherOcc,Course/Family,0.043511642717241436,-0.0029735423645606512,Protective
t2,s1_approved,1st-Semester,0.043446785122396366,-0.00755842998965653,Protective
t2,FatherQual,Course/Family,0.03826340234793725,-0.0016964293532754568,Protective
t2,Age,Demographics,0.03706962485209137,-0.006190862429155642,Protective
t2,s1_eval_rate,1st-Semester,0.03347250042845139,0.0087717494448178,Risk
t2,gdp_x_tuition,Financial/Macro,0.028847366025393482,-0.0035087535111452944,Protective
t2,s1_failed,1st-Semester,0.027874838941307094,-0.015154356500471533,Protective
t2,s2_enrolled,2nd-Semester,0.024405392945945445,0.005377524124055068,Risk
t2,s2_eval_rate,2nd-Semester,0.024224267205988432,0.0059223953092609055,Risk
t2,s1_credit_rate,1st-Semester,0.023785582772671118,0.005033947837531546,Risk
t2,Inflation,Financial/Macro,0.02267123038789868,5.05853425104149e-05,Risk
t2,s1_eval,1st-Semester,0.019402226854367405,0.007403414773603515,Risk
t2,s1_to_s2_approved_delta,2nd-Semester,0.01933569680199415,0.00014223707380056513,Risk
t2,PrevQual,Course/Family,0.019057020567619962,-0.0037014943893568346,Protective
t2,MotherQual,Course/Family,0.018175796635350048,-0.0034882522398364956,Protective
t2,s2_eval,2nd-Semester,0.017633643692240356,0.0012864571776468154,Risk
t2,eval_participation_gap,Other,0.016297358783092672,0.004457913615421595,Risk
t2,s2_credit_rate,2nd-Semester,0.0127814734828345,-0.0009975240646152577,Protective
t2,s2_eval_gap,2nd-Semester,0.011797032251360194,-0.000664757889775796,Protective
t2,s1_wo_eval,1st-Semester,0.01048061356377025,0.004652701628307398,Risk
t2,s1_eval_gap,1st-Semester,0.010271115324407819,0.0035049131996593313,Risk
t2,gdp_x_debtor,Financial/Macro,0.009768595958239408,0.0012960486542782034,Risk
t2,inflation_x_debtor,Financial/Macro,0.008885903080597828,0.0009475590390305572,Risk
t2,s1_credited,1st-Semester,0.008806387510951917,0.00107302278128449,Risk
t2,Debtor,Financial/Macro,0.008214805108781573,0.00201232695260153,Risk
