oof_prob,cal_prob,true
0.814209677081085,0.814209677081085,1
0.9355583655191609,0.9355583655191609,1
0.5435151394456909,0.5435151394456909,1
0.34699835982380595,0.346998359823806,1
0.33128676543906477,0.3312867654390648,0
0.7958337095017334,0.7958337095017334,1
0.10481408633925055,0.10481408633925055,0
0.9372716963815506,0.9372716963815506,1
0.3350468956864822,0.3350468956864822,0
0.1846478042412817,0.1846478042412817,1
0.6569197535716496,0.6569197535716496,0
0.11753986130776639,0.11753986130776639,0
0.4586651640930521,0.4586651640930521,0
0.20707613148599344,0.20707613148599344,0
0.09851892879970726,0.09851892879970726,0
0.45650715986087514,0.45650715986087514,1
0.19746073923728644,0.19746073923728644,0
0.9071784942780691,0.9071784942780691,1
0.6247480185382622,0.6247480185382622,1
0.08856759681366023,0.08856759681366023,0
0.32430573545352087,0.3243057354535208,0
0.13871210870544115,0.13871210870544115,0
0.1484118847723132,0.1484118847723132,0
0.33444533798361586,0.33444533798361586,0
0.13032236759039004,0.13032236759039004,0
0.19961564183958572,0.19961564183958572,0
0.2443760678032311,0.2443760678032311,0
0.7868288824414086,0.7868288824414086,0
0.6350904724475852,0.6350904724475852,1
0.294129984593784,0.294129984593784,0
0.7381416254023107,0.7381416254023107,0
0.9294216621497131,0.9294216621497131,0
0.3900715705183953,0.3900715705183953,0
0.934554052352987,0.934554052352987,0
0.22524241379720703,0.225242413797207,0
0.38304099287433,0.38304099287433,0
0.09349939545081577,0.09349939545081577,0
0.7282629481088926,0.7282629481088926,0
0.3750269178161828,0.3750269178161828,0
0.08457615091606713,0.08457615091606713,0
0.9359207571422462,0.9359207571422462,1
0.2594843872431566,0.2594843872431566,1
0.17138378631472315,0.17138378631472315,0
0.49366344813984037,0.49366344813984037,0
0.08790043353330751,0.08790043353330751,0
0.08500706915999899,0.08500706915999899,0
0.12217863631369634,0.12217863631369634,0
0.10664503308010942,0.10664503308010942,0
0.19567428468342926,0.19567428468342926,1
0.4333410138360903,0.4333410138360903,1
0.14900999378541854,0.14900999378541854,0
0.18651898835277833,0.18651898835277833,1
0.6227942052860665,0.6227942052860665,0
0.1680650155537341,0.1680650155537341,0
0.9264633527300361,0.9264633527300361,1
0.5478816223558246,0.5478816223558246,1
0.8779519519348702,0.8779519519348702,1
0.08491078447138546,0.08491078447138546,0
0.08680860977645079,0.08680860977645079,0
0.489408614486228,0.489408614486228,0
0.09418946424799651,0.09418946424799651,0
0.10369052345768025,0.10369052345768025,0
0.151959895832652,0.15195989583265201,0
0.3230077514158097,0.3230077514158097,0
0.700094756494933,0.700094756494933,1
0.11536195313320553,0.11536195313320553,0
0.29206650762844855,0.29206650762844855,0
0.9079799232859435,0.9079799232859435,1
0.20446679731149753,0.2044667973114975,1
0.8972161807551959,0.8972161807551959,1
0.5678497366484614,0.5678497366484614,1
0.5418319340592864,0.5418319340592864,1
0.08894646250247186,0.08894646250247186,0
0.590901251308786,0.590901251308786,1
0.2148728271333204,0.2148728271333204,0
0.18786142789447496,0.18786142789447496,0
0.2308817269154255,0.2308817269154255,0
0.7063712778011072,0.7063712778011072,0
0.30601644254759097,0.30601644254759097,0
0.3842097543335999,0.3842097543335999,1
0.09206678990129977,0.09206678990129977,1
0.5015492695411211,0.5015492695411211,1
0.39267213013189434,0.3926721301318943,0
0.28297917450120613,0.28297917450120613,0
0.37249864709158886,0.3724986470915889,1
0.31402298390301403,0.31402298390301403,0
0.3371465557872518,0.3371465557872518,1
0.0827253142523675,0.0827253142523675,0
0.3606891543347904,0.3606891543347903,0
0.4039798005588475,0.4039798005588475,0
0.20576791833435537,0.20576791833435537,0
0.4143015663273944,0.4143015663273944,0
0.08654724547748897,0.08654724547748897,0
0.11065793879053852,0.11065793879053852,0
0.10061174195131395,0.10061174195131395,0
0.9387382833962432,0.9387382833962432,1
0.7324274934241005,0.7324274934241006,1
0.21591487948341972,0.21591487948341972,0
0.36167946529791883,0.36167946529791883,1
0.08731327728907783,0.08731327728907783,0
0.2673614418250879,0.2673614418250879,1
0.8839780426400979,0.8839780426400979,0
0.9172780691123036,0.9172780691123036,1
0.26840470878544603,0.26840470878544603,1
0.5742462841087167,0.5742462841087166,1
0.12542659640889586,0.12542659640889586,0
0.791402830059991,0.791402830059991,1
0.9372716963815506,0.9372716963815506,1
0.1473748898432904,0.1473748898432904,0
0.20172332887152944,0.20172332887152944,1
0.6706296570620961,0.6706296570620961,1
0.1586701690705409,0.1586701690705409,1
0.35144501383448484,0.35144501383448484,1
0.937483648502495,0.937483648502495,1
0.1851990599713316,0.1851990599713316,0
0.7916013153187595,0.7916013153187595,1
0.7228747779278013,0.7228747779278013,0
0.08254461244633313,0.08254461244633313,0
0.9325270236306747,0.9325270236306747,1
0.08622967304429678,0.08622967304429678,0
0.7322707967828507,0.7322707967828507,0
0.2474907089463486,0.2474907089463486,0
0.2726935009409449,0.27269350094094486,0
0.3641542249003405,0.3641542249003405,0
0.09771561101213251,0.09771561101213251,0
0.0898814101872415,0.0898814101872415,0
0.18300695201428788,0.18300695201428788,0
0.2816570008310721,0.2816570008310721,0
0.6863724847419265,0.6863724847419265,1
0.25619558087478755,0.2561955808747875,0
0.30717926666794115,0.3071792666679411,0
0.2755366757028092,0.2755366757028092,0
0.7109572356033809,0.7109572356033809,1
0.08830471149035705,0.08830471149035705,0
0.5829945818299718,0.5829945818299718,1
0.32668111963112634,0.32668111963112634,1
0.30632903488264185,0.30632903488264185,0
0.09844525137762324,0.09844525137762324,0
0.7071418177281895,0.7071418177281895,1
0.26281383057779023,0.26281383057779023,0
0.28403690756591876,0.28403690756591876,0
0.08838182769427551,0.08838182769427551,0
0.0896285818119117,0.0896285818119117,0
0.912440158782703,0.912440158782703,1
0.17927149316616342,0.17927149316616342,0
0.9169143608314583,0.9169143608314583,1
0.37474097481588015,0.37474097481588015,0
0.08698675849786,0.08698675849786,0
0.41720678384693016,0.41720678384693016,0
0.8570633838538244,0.8570633838538244,0
0.8595358677387342,0.8595358677387342,0
0.6848982656631813,0.6848982656631813,0
0.3015228939463318,0.3015228939463318,0
0.26143744872444113,0.26143744872444113,0
0.23380262661602874,0.23380262661602874,1
0.09906663547407825,0.09906663547407825,0
0.26767176457847897,0.26767176457847897,0
0.20412355658080258,0.20412355658080258,0
0.5588667531917323,0.5588667531917323,0
0.4999407121806685,0.4999407121806685,0
0.11958050252885151,0.11958050252885151,1
0.8972043799002092,0.8972043799002092,1
0.1943481905180161,0.1943481905180161,0
0.1901601409051167,0.1901601409051167,0
0.35307416192959556,0.35307416192959556,1
0.20911394393749203,0.20911394393749203,1
0.08775687027038845,0.08775687027038845,0
0.6738331191004354,0.6738331191004354,0
0.2764772451021052,0.2764772451021052,0
0.30400997483127973,0.30400997483127973,1
0.16758473017865777,0.16758473017865774,0
0.09270757347752925,0.09270757347752925,0
0.234491831724036,0.234491831724036,0
0.21916719253065953,0.21916719253065953,0
0.09919333718959514,0.09919333718959514,0
0.19546371007992902,0.19546371007992905,0
0.8001126059729872,0.8001126059729872,1
0.1036113762823727,0.1036113762823727,0
0.9361369629159215,0.9361369629159215,1
0.9356555065339208,0.9356555065339208,1
0.5666606628230665,0.5666606628230665,1
0.5472878633736865,0.5472878633736865,0
0.08941311313310658,0.08941311313310658,0
0.11544627558143022,0.11544627558143022,0
0.8875022415161373,0.8875022415161373,1
0.3483688633477584,0.3483688633477584,0
0.6932448953410837,0.6932448953410837,1
0.13034644843614487,0.1303464484361449,0
0.44635253872722497,0.44635253872722497,1
0.9374168201218744,0.9374168201218744,1
0.3438246496283203,0.3438246496283203,1
0.2200476245651808,0.2200476245651808,0
0.9360116180644367,0.9360116180644367,1
0.1383775932443362,0.1383775932443362,0
0.5994658678448311,0.5994658678448311,1
0.5247842180510073,0.5247842180510073,0
0.9265558206219505,0.9265558206219505,0
0.6525295584094734,0.6525295584094734,1
0.24475882106814173,0.24475882106814173,0
0.552615453485247,0.552615453485247,1
0.4903287251185458,0.4903287251185458,0
0.928560691396242,0.928560691396242,1
0.20339471538124806,0.20339471538124806,1
0.6313625634882243,0.6313625634882243,1
0.6078459126432403,0.6078459126432403,1
0.9172094371500328,0.9172094371500328,1
0.9387382833962432,0.9387382833962432,1
0.923380675187681,0.923380675187681,1
0.5520550498503736,0.5520550498503736,1
0.8767841948962374,0.8767841948962374,1
0.5989020674697373,0.5989020674697372,1
0.0827744075932922,0.0827744075932922,0
0.09839049428625729,0.09839049428625729,1
0.16958469538913154,0.16958469538913157,0
0.15553634073360892,0.15553634073360892,1
0.4726492687290085,0.4726492687290085,0
0.3616754284139614,0.3616754284139614,0
0.08703892003253647,0.08703892003253647,0
0.34800386973122865,0.34800386973122865,0
0.2958850026894971,0.2958850026894971,0
0.38141027018125095,0.38141027018125095,1
0.9361492468934658,0.9361492468934658,1
0.2104965180457093,0.21049651804570924,0
0.6555302297754375,0.6555302297754375,1
0.23988676967479744,0.23988676967479744,0
0.8291921841625967,0.8291921841625967,0
0.17896905855830655,0.17896905855830655,0
0.9253158223200424,0.9253158223200424,1
0.334933287372921,0.334933287372921,0
0.583523616786472,0.583523616786472,1
0.5865059018456116,0.5865059018456116,1
0.45890921711904253,0.45890921711904253,1
0.6364866651565924,0.6364866651565924,0
0.3003638859242876,0.30036388592428764,0
0.13769310359004927,0.13769310359004927,0
0.9387382833962432,0.9387382833962432,1
0.32121900619262594,0.32121900619262594,1
0.9366898282267766,0.9366898282267766,1
0.17546859917093488,0.17546859917093488,0
0.7884597887634387,0.7884597887634387,1
0.1168480256239841,0.1168480256239841,0
0.9361369629159215,0.9361369629159215,1
