horizon,feature,family,mean_abs_shap,mean_shap,direction
t2,TuitionUpToDate,Financial/Macro,1.532827936011663,0.3911702949298853,Risk
t2,avg_grade,2nd-Semester,1.1719814486322109,-0.03299504589502763,Protective
t2,s2_grade,2nd-Semester,0.48217755244732463,-0.041109621969981656,Protective
t2,s2_approved,2nd-Semester,0.47364471064289526,-0.19123997423752637,Protective
t2,ApplicationMode,Course/Family,0.44492109934164337,0.12213848530270685,Risk
t2,s2_enrolled,2nd-Semester,0.4423598305641258,0.06886517321393053,Risk
t2,financial_risk,Financial/Macro,0.42701296993062476,0.13879385059447324,Risk
t2,vle_active_days,Other,0.3771008041073172,-0.10557970285772099,Protective
t2,cum_approved,2nd-Semester,0.3166948120825626,0.09525178083898604,Risk
t2,s2_mean_score,2nd-Semester,0.16897616294068044,-0.013627188921016404,Protective
t2,age_x_financial_risk,Financial/Macro,0.14762632455986768,0.033595267167711475,Risk
t2,s1_mean_score,1st-Semester,0.1434080825939228,0.03162092391754029,Risk
t2,s2_eval,2nd-Semester,0.13016905514317642,0.011970876286954932,Risk
t2,s1_grade,1st-Semester,0.12065482798628364,0.013204600664662157,Risk
t2,gdp_x_tuition,Financial/Macro,0.11813727149310697,0.005524846186065938,Risk
t2,s2_approval_rate,2nd-Semester,0.10809016805088276,-0.05105053700249705,Protective
t2,s1_to_s2_approved_delta,2nd-Semester,0.08580267525106157,-0.013673391099943345,Protective
t2,PrevQual,Course/Family,0.07575052175924811,-0.009613089346925148,Protective
t2,vle_sites_used,Other,0.0703593325992624,0.018017980601392924,Risk
t2,grade_per_approved,2nd-Semester,0.06641359308788612,-0.0045574293233251045,Protective
t2,vle_total_clicks,Other,0.06091160040144385,0.0064579276890418804,Risk
t2,s1_late_days,1st-Semester,0.051953325991544654,0.02146072689257142,Risk
t2,vle_sessions,Other,0.05149961212152695,0.026187112085721415,Risk
t2,s2_late_days,2nd-Semester,0.04674549568181987,0.0014797750663132832,Risk
t2,s2_pass_efficiency,2nd-Semester,0.039243409228253236,-0.015935158573748314,Protective
t2,admission_vs_prevgrade,Academic Preparation,0.03735761458726879,0.0023234807698209385,Risk
t2,s1_to_s2_grade_delta,2nd-Semester,0.03555818923410404,0.005014768915979114,Risk
t2,s2_n_assess,2nd-Semester,0.033566962195079146,0.008111422705754217,Risk
t2,momentum_score,2nd-Semester,0.03266670842534897,-0.007213447250688965,Protective
t2,Nationality,Demographics,0.027051452926217683,-0.0007169973886346731,Protective
t2,s1_approved,1st-Semester,0.022024346125568417,0.0008695441889380157,Risk
t2,cum_efficiency,2nd-Semester,0.019262282996900436,-0.015354420792896213,Protective
t2,s1_enrolled,1st-Semester,0.018009569247524577,0.008377735906662884,Risk
t2,GDP,Financial/Macro,0.017065154540567264,-0.017041978814308707,Protective
t2,AdmissionGrade,Academic Preparation,0.014699718794506314,-0.00044633666284609884,Protective
t2,zero_grade_s2,2nd-Semester,0.010778296493224954,-0.0029463308373499503,Protective
t2,academic_distress,Risk Composite,0.008493674141670963,0.002249629658070978,Risk
t2,UnempRate,Financial/Macro,0.008354350906759856,-0.008334205381013657,Protective
t2,Gender,Demographics,0.007491379122868197,0.002674656657264297,Risk
t2,PreviousGrade,Academic Preparation,0.007283490581932073,0.0017329517739469347,Risk
t2,ApplicationOrder,Course/Family,0.006841400245308896,-8.851485733476919e-05,Protective
t2,age_x_scholarship,Financial/Macro,0.006668628677525745,-0.0005537589668506544,Protective
t2,unemp_x_age,Financial/Macro,0.005409907955288173,-0.003768628094399407,Protective
t2,s1_eval,1st-Semester,0.005007301505978212,3.295193156908058e-05,Risk
t2,Scholarship,Financial/Macro,0.005001915870416281,0.0025832380773862245,Risk
t2,s1_approval_rate,1st-Semester,0.004405450455945095,0.0013601954409080987,Risk
t2,s1_n_assess,1st-Semester,0.0041055919417075865,0.0032578029625938056,Risk
t2,s2_credit_rate,2nd-Semester,0.003991024318333555,0.0010779693112784004,Risk
t2,vulnerability_idx,Financial/Macro,0.003786614616612495,0.00128895950591085,Risk
t2,s2_failed,2nd-Semester,0.0037579132024627617,-0.0011882388585471159,Protective
t2,low_grade_flag_s1,Other,0.003436359651734306,-0.0008694482527949192,Protective
t2,total_failures,Risk Composite,0.00283628972959511,-0.001974784806849527,Protective
t2,Inflation,Financial/Macro,0.0027391031546629865,-0.0027136336744021665,Protective
t2,Age,Demographics,0.002731513631431946,-0.00011887016327494756,Protective
t2,low_grade_flag_s2,2nd-Semester,0.0026540253816217923,0.0008783355723744941,Risk
t2,SpecialNeeds,Demographics,0.0023729100308664047,9.042122051729676e-05,Risk
t2,s1_eval_rate,1st-Semester,0.0015488052704403378,0.0003280758939744256,Risk
