oof_prob,cal_prob,true
0.06712392812850311,0.06712392812850311,0
0.06091262227486074,0.06091262227486074,0
0.9999275062499117,0.9999275062499117,1
0.022227083212908765,0.022227083212908765,0
0.3073294553679818,0.3073294553679818,0
0.02344136251125056,0.02344136251125056,0
0.047780175256004864,0.047780175256004864,0
0.03574101885750753,0.03574101885750753,0
0.02062385886126438,0.02062385886126438,0
0.017172425756884272,0.017172425756884272,0
0.034981977578444186,0.034981977578444186,0
0.036223081110322304,0.036223081110322304,0
0.1320368065640655,0.1320368065640655,0
0.016380515683013117,0.016380515683013117,0
0.02814495840520155,0.02814495840520155,0
0.9997339445098516,0.9997339445098516,1
0.12122340680342436,0.12122340680342436,0
0.010112859765258655,0.010112859765258655,0
0.846190092827282,0.846190092827282,1
0.034482074034617165,0.034482074034617165,0
0.03843693293654103,0.03843693293654103,0
0.03255898667756495,0.032558986677564954,0
0.9998270036001086,0.9998270036001086,1
0.084279711762323,0.084279711762323,0
0.07968736042237644,0.07968736042237644,0
0.01789367148922789,0.01789367148922789,0
0.008122229380334594,0.008122229380334594,0
0.027105622292530607,0.027105622292530607,0
0.020365713565199527,0.020365713565199527,0
0.9963690230636111,0.9963690230636111,1
0.27991878581152096,0.2799187858115209,0
0.07482607894296958,0.07482607894296958,0
0.055034615092016695,0.055034615092016695,0
0.01763289877981026,0.01763289877981026,0
0.10351590434298141,0.10351590434298141,0
0.020517073169263985,0.020517073169263985,0
0.05483311537404193,0.05483311537404193,0
0.02471932826035577,0.02471932826035577,0
0.2333577564660773,0.2333577564660773,0
0.022651637199258445,0.022651637199258445,0
0.07848401504278985,0.07848401504278985,0
0.9968525181771808,0.9968525181771808,1
0.1584409376639606,0.1584409376639606,0
0.008261309965226041,0.008261309965226041,0
0.9999775059048961,0.9999775059048961,1
0.9994585337805344,0.9994585337805344,1
0.009400305984692173,0.009400305984692173,0
0.032325627058987,0.032325627058987,0
0.9990477445269549,0.9990477445269549,1
0.053910024114548864,0.053910024114548864,0
0.02323099213433868,0.02323099213433868,0
0.3484935180257645,0.3484935180257645,0
