LightGBM,CatBoost,XGBoost,ExtraTrees,FTTransformer,TabPFN
0.04059799607109089,0.03031408573312138,0.02324874,0.04956271340401032,0.04011184349656105,0.01066463254392147
0.04582126017661341,0.041547104388647296,0.03159939,0.022106017783957127,0.025763537734746933,0.017145715653896332
0.00933375692324106,0.008073756123088568,0.007543138,0.012683701289282076,0.011227650567889214,0.003725048154592514
0.017428600200671104,0.017295257818353924,0.024301399,0.03954970692191422,0.05324618145823479,0.00982869416475296
0.9997463779642519,0.9999861497197978,0.999645,1.0,0.9999066591262817,0.9999852180480957
0.8270788090544234,0.8557625382261074,0.8419565,0.6590364536182026,0.5730416178703308,0.8875260949134827
0.06489204118311494,0.05702827282850618,0.04987272,0.05066094939521387,0.030584339052438736,0.036482781171798706
0.022662927132505357,0.023765271374114782,0.019867003,0.02039432937515825,0.014674489386379719,0.004162300378084183
0.05890131667239495,0.043058930590076865,0.035991907,0.05255928698893625,0.04573178291320801,0.03956326097249985
0.04175043840667121,0.042016437500280696,0.02439427,0.03249705445741446,0.01853976398706436,0.01044562365859747
0.10049921821703277,0.08869425987186116,0.086708575,0.1993518044864177,0.07177625596523285,0.05640539154410362
0.16206282234433794,0.1582075587090306,0.1730055,0.22762786872051827,0.14017826318740845,0.1332504004240036
0.014494234308478874,0.017503979846051867,0.014598841,0.009682267336537945,0.027034927159547806,0.01338912546634674
0.999712288306126,0.9996958751764101,0.9981286,1.0,0.9996495246887207,0.9996659755706787
0.13402567610330518,0.16064516055683328,0.0922826,0.2504902355988615,0.2438763827085495,0.1270502507686615
0.0947395702980314,0.10805177062770852,0.041761324,0.0726782713068654,0.04997321218252182,0.057386238127946854
0.03910982240276903,0.038678052157948645,0.03759644,0.08354392655781573,0.028708940371870995,0.029215805232524872
0.12125901038957301,0.09444515061717725,0.12035895,0.11090349272011175,0.08912923187017441,0.13926449418067932
0.0016755123079136651,0.0019046291590392305,0.0016096989,0.007151319045568568,0.007150394842028618,0.0005807820125482976
0.025983113347690805,0.024282039131098276,0.018277138,0.01362327379081708,0.019687781110405922,0.0059136925265192986
0.9997600278865111,0.9999561702097194,0.9992799,0.9998189389824371,0.9999034404754639,0.9999555945396423
0.3197075135432884,0.24739271038511362,0.2572841,0.5036173550432106,0.3118603527545929,0.256134033203125
0.032004786336637364,0.030394957637718455,0.03456282,0.08051280097974649,0.07444218546152115,0.026316450908780098
0.9997170597660001,0.999884279076423,0.9987884,1.0,0.9997746348381042,0.9999494552612305
0.10637861123189324,0.09594865969281201,0.09623181,0.1186569425833085,0.06219887360930443,0.06317885965108871
0.999794097780924,0.9999872123086011,0.9993143,1.0,0.999906063079834,0.9999368786811829
0.005842836545862085,0.0028798960106137467,0.0026945164,0.01689618561222184,0.0116594098508358,0.0007417225278913975
0.15700250968617024,0.19226857917591664,0.16585313,0.1289594693221329,0.10959472507238388,0.11709078401327133
0.015916893216962966,0.01890470007005929,0.01980625,0.01449966697422774,0.02345404587686062,0.008187361992895603
0.08286618241653511,0.08181894659350168,0.048642866,0.11032989525145141,0.07204759120941162,0.07432333379983902
0.028140939956413157,0.03783071485513786,0.0230777,0.059668613928867235,0.03900940343737602,0.014594835229218006
0.09357537518388742,0.04957751423247051,0.054968774,0.06189047128866243,0.06342721730470657,0.040368806570768356
0.9999076410733734,0.9999963893068462,0.99976,1.0,0.999929666519165,0.9999866485595703
0.1371488972276489,0.1342396806161625,0.09661278,0.16238250294927326,0.20405983924865723,0.12417639046907425
0.004222175869497759,0.008616935144301271,0.002724423,0.009552002238345342,0.013498149812221527,0.0017188774654641747
0.2731330457362578,0.26936696799277415,0.23616499,0.35661604664077456,0.11496926099061966,0.5387410521507263
0.0670214711848652,0.02822814158544388,0.062508196,0.13681482573982715,0.11514780670404434,0.03583497926592827
0.9996491887075518,0.9996703156359715,0.9985134,1.0,0.9997157454490662,0.9996849298477173
0.043242951599228543,0.0315811602633081,0.038061105,0.04182448444069831,0.030618634074926376,0.007453735452145338
0.010169506134401488,0.005274689204401951,0.005095209,0.0050552999462544915,0.010594538412988186,0.0008012926555238664
0.03560389255456338,0.05093532514449119,0.031972274,0.03810805563620036,0.020752443000674248,0.016990583389997482
0.078895708901879,0.07460548108907736,0.0562438,0.1305121295872293,0.07528399676084518,0.06316870450973511
0.9997462612413538,0.9998971411930317,0.9991155,0.9994568169473114,0.9998012185096741,0.9999357461929321
0.39082556585352624,0.4399161889452128,0.37931138,0.49177300030812143,0.46890053153038025,0.4166461229324341
0.011878569303504729,0.020094674651114915,0.017567968,0.0336100021314413,0.0348627045750618,0.018598059192299843
0.9844000023957407,0.9733517242124071,0.98258317,0.9659484579636671,0.7831268310546875,0.9976102709770203
0.06898091005025513,0.058954904574244085,0.05416376,0.0442913312754725,0.06916853785514832,0.04080723226070404
0.002475448920548954,0.0021326910469029597,0.0013941295,0.002294960264065505,0.008137522265315056,0.00037933766725473106
0.021903346232494774,0.022177240321922975,0.014903192,0.03699606472677603,0.02783973701298237,0.013433223590254784
0.9997057634477486,0.9999536418971764,0.9994074,1.0,0.9998948574066162,0.9999623894691467
0.04102939770545575,0.04261015307923849,0.031480324,0.05872277808828157,0.044528163969516754,0.014719725586473942
0.9989184557737504,0.9971488430717866,0.98753786,0.8145105317158551,0.9980981945991516,0.9982420206069946
0.011899902614424486,0.0204499196600739,0.006230589,0.01875048032968451,0.030740905553102493,0.01621873863041401
0.9997085553095404,0.9999248710450555,0.99922395,0.9990494296577946,0.9998782873153687,0.9999822378158569
0.9994566114785521,0.9963626348520309,0.99863774,0.9998189389824371,0.9990776777267456,0.9997959136962891
0.06672742313797052,0.05536014722289684,0.04486385,0.0519385539623402,0.03467738628387451,0.014753136783838272
0.9802384498153015,0.978591032149451,0.9896019,0.9863676142193252,0.9958913326263428,0.9979925155639648
0.9998792419851039,0.9999795811669582,0.99941015,0.9996831432192649,0.9999258518218994,0.9995149970054626
0.011887026559503213,0.01409151522944479,0.008550177,0.020908531673252656,0.018964996561408043,0.002472497522830963
0.00536758691483172,0.017696749498051095,0.0069235605,0.013283128166691327,0.028766529634594917,0.008905904367566109
0.006942566107250898,0.022396722664580062,0.0106823025,0.07210822508926955,0.07948882132768631,0.02364662103354931
0.46203918481227846,0.28231880746449217,0.28244016,0.519033195078823,0.15370707213878632,0.7226577997207642
0.008208150181161682,0.009771684001785805,0.007876398,0.008211446572028791,0.011407293379306793,0.0022876476868987083
0.15771687347426555,0.15941895808540674,0.14832509,0.15828388510421051,0.13229960203170776,0.11570397019386292
0.9998774208210278,0.99998491623465,0.99941564,0.9994719053654415,0.9999260902404785,0.9999505281448364
0.10569450664513362,0.06944138626759302,0.06291194,0.09684641090798349,0.09155533462762833,0.03104008361697197
0.9972258225583579,0.996085363714101,0.99757355,1.0,0.9989350438117981,0.9991248250007629
0.022818113278102476,0.02697627835299605,0.028112382,0.01765385736992162,0.016388483345508575,0.0029393513686954975
0.14981907780572298,0.1789716006040296,0.16023311,0.2162440650547058,0.14627403020858765,0.13144978880882263
0.9999145811095451,0.9999968113316908,0.9997867,1.0,0.9999295473098755,0.9999862909317017
0.08132177005735705,0.08329739193653052,0.086667314,0.10204758640534274,0.05252883955836296,0.030516451224684715
0.008316141751176651,0.0077118892541455,0.007618455,0.007770319633580215,0.008598222397267818,0.002455950016155839
0.027740398133879882,0.023781804654112733,0.015049215,0.0475797626735075,0.02529357746243477,0.01162010245025158
0.0042694239556155,0.005182593400826309,0.003315984,0.005160544641948906,0.008231389336287975,0.0011799136409536004
0.025318139054489402,0.028306927332399128,0.029466178,0.016871252658720446,0.02207385189831257,0.010339763946831226
0.999885995215186,0.9999940678832134,0.99975294,1.0,0.9999301433563232,0.9999709129333496
0.9998689642039124,0.9999795753384918,0.99952245,1.0,0.9999014139175415,0.999984622001648
0.25994051842231974,0.2070160017185689,0.29984042,0.21901603686889204,0.16085433959960938,0.12370311468839645
0.03629318521385612,0.02804496198260601,0.018201176,0.046366987357886566,0.0342017337679863,0.009909946471452713
0.023514479264976844,0.03060698117603208,0.031505104,0.07437974626235637,0.03648139536380768,0.011841141618788242
0.9997817447066639,0.9999838052359915,0.9995061,1.0,0.999911904335022,0.999985933303833
0.07235101742763214,0.08520833307341964,0.083684154,0.06887771195825095,0.0844641700387001,0.0493120513856411
0.03879919833823406,0.0642124706846642,0.0454388,0.057871257435366225,0.05185266584157944,0.035009436309337616
0.030872516791132898,0.030725009906934088,0.025894955,0.05408208838557249,0.03785088285803795,0.007270992733538151
0.0490473523105287,0.05953980311670412,0.05345108,0.09174139122715948,0.09491267055273056,0.024777747690677643
0.13060054889935152,0.09200542642115217,0.07965894,0.14646458415318378,0.1763303577899933,0.06870441138744354
0.0018017727288427187,0.004080918684607009,0.003629925,0.003252777086518582,0.007893354631960392,0.0006852832157164812
0.006747379237862243,0.007835695238243639,0.0077012097,0.0038595411906220066,0.009341797791421413,0.0012715652119368315
0.076200187718338,0.09796942498184924,0.058020163,0.20734727539519543,0.11873812228441238,0.11432499438524246
0.9983820221988361,0.9978339920364334,0.999331,1.0,0.997687816619873,0.9997615218162537
0.017401606716241226,0.01899108919296141,0.011297865,0.012444595214472219,0.015213306061923504,0.010687945410609245
0.9995497723111427,0.9970408659480319,0.99781704,1.0,0.9988365769386292,0.9998140931129456
0.002440943260234661,0.0030922601706236084,0.00215189,0.0013094370277887367,0.007063156459480524,0.0006949409143999219
0.9997228315132617,0.9998017524365407,0.99880505,0.997643189088056,0.9995885491371155,0.9992591738700867
