entropy,std,spread,ood_score,reject_flag
0.11067830192239642,0.015349232333282021,0.05150477448478341,0.9999999822704941,0
0.001860617386115396,0.00012864719671863099,0.0003936886787414551,0.016760989407367175,0
0.024428940714405198,0.0020630098880919075,0.006112347241403197,0.0157678586910058,0
0.6259729005658785,0.05460614380015393,0.17253512789884023,1.0,1
0.000923895088075481,8.811772389078985e-05,0.00023001432418823242,0.016929422744648457,0
0.0007236989795744703,6.612358312199904e-05,0.00016224384307861328,0.017024071460570157,0
0.1208655619727616,0.010556240911503147,0.03129608691831504,0.9955360126274979,0
0.02313864315452611,0.0026731560234943995,0.008316274615935981,0.01831700823918196,0
0.03524255118420324,0.0030946630988200464,0.009411293009150985,0.021291288650128155,0
0.015885402659640543,0.0012882920800664725,0.00436469774285797,0.014649775934360431,0
0.012617836119531193,0.0018034991242587594,0.005633561399008613,0.015161462728257894,0
0.006766488507357214,0.0010888337378285398,0.0032536231318152087,0.014683058611250318,0
0.0021323764846938142,0.0001805179591649479,0.00046388819922305036,0.01655647033538334,0
0.07591898756031015,0.007557732872667556,0.02590240552167895,0.5530686143478104,0
0.08621258874311004,0.014702137007876703,0.04738879899727076,0.9999998719879326,0
0.013039466157257108,0.0015768775731396887,0.0047925978869898245,0.014828019709230849,0
0.6249125424564744,0.04595038335759627,0.12004887773501072,1.0,1
0.0013952673338285303,0.00017142220136688038,0.0005097389221191406,0.016591451924507835,0
0.0012324893387786178,0.00011300060837453246,0.00029784440994262695,0.016825104104106592,0
0.03296294234935439,0.002989168026067984,0.008980558690382168,0.020431209292635324,0
0.0011804034078798642,0.00011853397810370661,0.0002974867820739746,0.016802300187816876,0
0.10587413861518961,0.01256873132810195,0.03781568289528481,0.9999550917014659,0
0.46408011082686446,0.09590061632884725,0.2591690815287847,1.0,1
0.0026909233440700064,0.000293391607860686,0.0007612705230712891,0.016152580124186418,0
0.06975173901974505,0.005978428258349754,0.01751708839105541,0.15167241211789756,0
0.0005514218465185568,5.44659117930703e-05,0.0001552104949951172,0.01707517886147103,0
0.004645472458031816,0.001144521226335053,0.003176220943014063,0.01466093725755564,0
0.0006318799849872098,5.5785501584931896e-05,0.00015425682067871094,0.017069360839260403,0
0.031069286995474135,0.002944471500580622,0.008963286209510035,0.020091792552925966,0
0.08754320134453146,0.014606417853184766,0.039995660460400484,0.9999998298516921,0
0.5184776928293154,0.056351467725246726,0.18760573863983154,1.0,1
0.0005756778242912778,5.444769317169042e-05,0.00014865398406982422,0.01707525924565818,0
0.0006218291708964171,5.94296407014657e-05,0.00017303228378295898,0.017053337679827623,0
0.07489114279657384,0.00999798853017139,0.033006061416806426,0.9864703968490817,0
0.0023705978494412082,0.000267761688458975,0.0008007397185569864,0.016239472574917466,0
0.0005412852890347322,5.2220376233314114e-05,0.00014781951904296875,0.01708509872090619,0
0.2907089341670795,0.1002124455303456,0.31449499167501926,1.0,1
0.01015492336458384,0.0029908121061773376,0.008273122611233807,0.020443969660261956,0
